item_no,sector,Academic_Year,AY_Start,AY_End,Region,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11 ABM,Grade 11 HUMSS,Grade 11 STEM,Grade 11 GAS,Grade 11 MARITIME,Grade 11 TVL,Grade 11 SPORTS,Grade 11 A&D,Grade 12 ABM,Grade 12 HUMSS,Grade 12 STEM,Grade 12 GAS,Grade 12 MARITIME,Grade 12 TVL,Grade 12 SPORTS,Grade 12 A&D
391,SUC-LUC,SY 2010-2011,2010,2011,NCR - National Capital Region,208,318,269,264,259,253,237,738,666,616,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,SUC-LUC,SY 2011-2012,2011,2012,Region I - Ilocos Region,465,347,347,350,322,291,296,668,630,620,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,SUC-LUC,SY 2011-2012,2011,2012,Region II - Cagayan Valley,0,0,0,0,0,0,0,606,517,375,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,SUC-LUC,SY 2011-2012,2011,2012,Region III - Central Luzon,0,0,0,0,0,0,0,2124,2001,1868,1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,SUC-LUC,SY 2011-2012,2011,2012,Region IV-A - CALABARZON,469,382,358,358,369,349,302,1193,1124,1008,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,SUC-LUC,SY 2011-2012,2011,2012,Region IV-B - MIMAROPA,85,166,169,169,172,176,174,573,553,601,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,SUC-LUC,SY 2011-2012,2011,2012,Region V - Bicol Region,251,188,214,207,205,204,179,818,813,771,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,SUC-LUC,SY 2011-2012,2011,2012,Region VI - Western Visayas,89,341,361,366,403,406,359,1249,1134,1096,1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,SUC-LUC,SY 2011-2012,2011,2012,Region VII - Central Visayas,680,55,46,57,47,51,45,316,317,294,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,SUC-LUC,SY 2011-2012,2011,2012,Region VIII - Eastern Visayas,26,84,79,79,81,77,76,854,840,786,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,SUC-LUC,SY 2011-2012,2011,2012,Region IX - Zamboanga Peninsula,82,148,182,140,158,178,203,578,796,712,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,SUC-LUC,SY 2011-2012,2011,2012,Region X - Northern Mindanao,57,67,78,68,75,69,76,818,755,742,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,SUC-LUC,SY 2011-2012,2011,2012,Region XI - Davao Region,0,0,0,0,0,0,0,259,227,233,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,SUC-LUC,SY 2011-2012,2011,2012,Region XII - Soccsksargen,70,105,81,74,69,67,63,361,430,453,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,SUC-LUC,SY 2011-2012,2011,2012,CARAGA - CARAGA,0,0,0,19,16,22,20,441,541,496,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,SUC-LUC,SY 2011-2012,2011,2012,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,934,324,291,288,270,267,267,4012,3587,2321,2732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,SUC-LUC,SY 2011-2012,2011,2012,CAR - Cordillera Administrative Region,382,92,94,96,94,98,88,1028,956,921,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,SUC-LUC,SY 2011-2012,2011,2012,NCR - National Capital Region,204,140,130,128,128,120,125,508,460,432,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,SUC-LUC,SY 2012-2013,2012,2013,Region I - Ilocos Region,441,283,325,317,310,290,271,589,567,524,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,SUC-LUC,SY 2012-2013,2012,2013,Region II - Cagayan Valley,0,0,0,0,0,0,0,606,517,375,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,SUC-LUC,SY 2012-2013,2012,2013,Region III - Central Luzon,0,0,0,0,0,0,0,1770,1841,1782,1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,SUC-LUC,SY 2012-2013,2012,2013,Region IV-A - CALABARZON,494,397,368,379,384,337,346,1198,1118,1066,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,SUC-LUC,SY 2012-2013,2012,2013,Region IV-B - MIMAROPA,83,178,169,164,173,175,184,640,504,478,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,SUC-LUC,SY 2012-2013,2012,2013,Region V - Bicol Region,210,213,256,204,225,224,211,986,972,859,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,SUC-LUC,SY 2012-2013,2012,2013,Region VI - Western Visayas,152,357,392,404,403,450,406,1443,1390,1356,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,SUC-LUC,SY 2012-2013,2012,2013,Region VII - Central Visayas,462,80,59,39,51,29,165,323,294,282,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,SUC-LUC,SY 2012-2013,2012,2013,Region VIII - Eastern Visayas,26,55,84,79,79,81,77,833,808,807,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,SUC-LUC,SY 2012-2013,2012,2013,Region IX - Zamboanga Peninsula,0,0,0,0,0,0,0,490,656,621,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,SUC-LUC,SY 2012-2013,2012,2013,Region X - Northern Mindanao,57,67,78,68,75,69,76,818,755,742,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,SUC-LUC,SY 2012-2013,2012,2013,Region XI - Davao Region,0,0,0,0,0,0,0,256,244,239,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,SUC-LUC,SY 2012-2013,2012,2013,Region XII - Soccsksargen,44,102,144,115,109,117,141,490,468,547,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,SUC-LUC,SY 2012-2013,2012,2013,CARAGA - CARAGA,0,0,0,0,0,0,0,679,623,615,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,SUC-LUC,SY 2012-2013,2012,2013,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,874,336,306,279,267,257,230,3903,3517,2637,2757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,SUC-LUC,SY 2012-2013,2012,2013,CAR - Cordillera Administrative Region,38,92,94,96,94,98,88,1028,956,921,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,SUC-LUC,SY 2012-2013,2012,2013,NCR - National Capital Region,204,135,132,125,128,120,125,533,497,456,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,SUC-LUC,SY 2013-2014,2013,2014,Region I - Ilocos Region,442,308,282,322,314,309,290,631,563,560,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,SUC-LUC,SY 2013-2014,2013,2014,Region II - Cagayan Valley,43,0,0,0,0,0,0,321,511,470,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,SUC-LUC,SY 2013-2014,2013,2014,Region III - Central Luzon,0,0,0,0,0,0,0,1472,1440,1760,1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,SUC-LUC,SY 2013-2014,2013,2014,Region IV-A - CALABARZON,316,266,329,306,330,316,325,1029,899,1129,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,SUC-LUC,SY 2013-2014,2013,2014,Region IV-B - MIMAROPA,76,105,143,136,137,139,139,407,513,472,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,SUC-LUC,SY 2013-2014,2013,2014,Region V - Bicol Region,70,150,153,200,136,153,148,598,601,669,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,SUC-LUC,SY 2013-2014,2013,2014,Region VI - Western Visayas,154,186,167,148,189,182,155,598,595,671,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,SUC-LUC,SY 2013-2014,2013,2014,Region VII - Central Visayas,391,77,116,51,46,43,34,625,329,294,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,SUC-LUC,SY 2013-2014,2013,2014,Region VIII - Eastern Visayas,34,71,74,73,103,86,85,734,725,673,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,SUC-LUC,SY 2013-2014,2013,2014,Region IX - Zamboanga Peninsula,0,0,0,0,0,0,28,466,600,498,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,SUC-LUC,SY 2013-2014,2013,2014,Region X - Northern Mindanao,0,63,65,72,80,72,73,594,651,645,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,SUC-LUC,SY 2013-2014,2013,2014,Region XI - Davao Region,0,0,0,0,0,0,0,0,0,58,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,SUC-LUC,SY 2013-2014,2013,2014,Region XII - Soccsksargen,25,85,159,85,80,114,78,574,562,536,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,SUC-LUC,SY 2013-2014,2013,2014,CARAGA - CARAGA,0,42,37,25,30,31,24,290,338,337,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,SUC-LUC,SY 2013-2014,2013,2014,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,73,298,318,306,272,265,226,2022,1892,1729,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,SUC-LUC,SY 2013-2014,2013,2014,CAR - Cordillera Administrative Region,387,110,103,99,84,79,77,293,296,601,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,SUC-LUC,SY 2013-2014,2013,2014,NCR - National Capital Region,123,142,134,134,135,129,132,466,466,495,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,SUC-LUC,SY 2014-2015,2014,2015,Region I - Ilocos Region,393,331,301,281,324,313,306,558,619,546,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,SUC-LUC,SY 2014-2015,2014,2015,Region II - Cagayan Valley,0,0,0,0,0,0,0,153,298,428,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,SUC-LUC,SY 2014-2015,2014,2015,Region III - Central Luzon,0,0,0,0,31,0,0,1208,1357,1508,1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,SUC-LUC,SY 2014-2015,2014,2015,Region IV-A - CALABARZON,316,291,291,422,375,391,343,833,782,838,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,SUC-LUC,SY 2014-2015,2014,2015,Region IV-B - MIMAROPA,0,126,127,163,163,156,146,414,326,455,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,SUC-LUC,SY 2014-2015,2014,2015,Region V - Bicol Region,66,106,168,178,202,179,180,468,551,585,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,SUC-LUC,SY 2014-2015,2014,2015,Region VI - Western Visayas,56,78,86,120,110,136,146,523,510,529,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,SUC-LUC,SY 2014-2015,2014,2015,Region VII - Central Visayas,287,74,78,108,51,46,40,283,261,226,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,SUC-LUC,SY 2014-2015,2014,2015,Region VIII - Eastern Visayas,35,72,82,80,79,101,87,612,588,573,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,SUC-LUC,SY 2014-2015,2014,2015,Region IX - Zamboanga Peninsula,0,0,0,0,0,0,0,220,230,306,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,SUC-LUC,SY 2014-2015,2014,2015,Region X - Northern Mindanao,0,0,0,0,0,0,0,693,568,604,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,SUC-LUC,SY 2014-2015,2014,2015,Region XI - Davao Region,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,SUC-LUC,SY 2014-2015,2014,2015,Region XII - Soccsksargen,0,119,87,162,108,73,119,590,562,543,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,SUC-LUC,SY 2014-2015,2014,2015,CARAGA - CARAGA,27,39,44,34,27,31,28,224,226,208,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,SUC-LUC,SY 2014-2015,2014,2015,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,0,209,220,223,178,170,164,938,832,820,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,SUC-LUC,SY 2014-2015,2014,2015,CAR - Cordillera Administrative Region,0,200,104,92,88,83,0,422,318,286,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,SUC-LUC,SY 2014-2015,2014,2015,NCR - National Capital Region,95,142,134,134,135,129,132,488,461,441,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,SUC-LUC,SY 2015-2016,2015,2016,Region I - Ilocos Region,158,255,316,275,278,308,314,604,462,514,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,SUC-LUC,SY 2015-2016,2015,2016,Region II - Cagayan Valley,0,0,0,0,0,0,0,98,107,90,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,SUC-LUC,SY 2015-2016,2015,2016,Region III - Central Luzon,0,180,157,139,0,0,0,1094,777,701,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,SUC-LUC,SY 2015-2016,2015,2016,Region IV-A - CALABARZON,20,299,230,275,295,272,275,1756,883,835,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,SUC-LUC,SY 2015-2016,2015,2016,Region IV-B - MIMAROPA,0,108,111,113,184,132,84,376,350,255,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,SUC-LUC,SY 2015-2016,2015,2016,Region V - Bicol Region,0,97,140,153,166,197,179,383,434,476,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,SUC-LUC,SY 2015-2016,2015,2016,Region VI - Western Visayas,0,0,0,0,39,38,32,404,388,331,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,SUC-LUC,SY 2015-2016,2015,2016,Region VII - Central Visayas,0,71,77,73,104,52,45,203,207,212,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,SUC-LUC,SY 2015-2016,2015,2016,Region VIII - Eastern Visayas,0,43,45,46,45,38,44,525,496,526,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,SUC-LUC,SY 2015-2016,2015,2016,Region IX - Zamboanga Peninsula,0,69,95,90,113,105,94,600,593,594,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,SUC-LUC,SY 2015-2016,2015,2016,Region X - Northern Mindanao,0,0,0,0,0,0,0,331,329,296,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,SUC-LUC,SY 2015-2016,2015,2016,Region XI - Davao Region,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,SUC-LUC,SY 2015-2016,2015,2016,Region XII - Soccsksargen,0,61,61,47,102,59,31,528,570,538,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,SUC-LUC,SY 2015-2016,2015,2016,CARAGA - CARAGA,0,35,43,42,35,28,30,35,52,52,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,SUC-LUC,SY 2015-2016,2015,2016,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,0,537,450,438,380,245,221,4747,4701,3914,3424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,SUC-LUC,SY 2015-2016,2015,2016,CAR - Cordillera Administrative Region,46,97,111,104,88,84,88,540,449,331,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,SUC-LUC,SY 2015-2016,2015,2016,NCR - National Capital Region,30,61,34,33,37,32,36,376,337,332,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,SUC-LUC,SY 2016-2017,2016,2017,Region I - Ilocos Region,244,238,291,288,282,296,263,661,601,521,576,365,356,892,142,0,899,0,32,0,0,0,0,0,0,0,0
478,SUC-LUC,SY 2016-2017,2016,2017,Region II - Cagayan Valley,0,0,0,0,0,0,0,53,52,91,130,102,70,225,80,0,383,6,15,0,0,0,0,0,0,0,0
479,SUC-LUC,SY 2016-2017,2016,2017,Region III - Central Luzon,0,0,0,0,0,0,0,1171,1002,926,937,942,786,2013,617,0,1629,0,0,0,0,0,0,0,0,0,0
480,SUC-LUC,SY 2016-2017,2016,2017,Region IV-A - CALABARZON,194,207,235,230,273,236,301,754,511,443,438,336,356,1016,69,0,442,0,0,0,0,0,0,0,0,0,0
481,SUC-LUC,SY 2016-2017,2016,2017,Region IV-B - MIMAROPA,55,115,147,124,133,136,163,491,416,401,347,691,376,896,88,0,983,0,0,0,0,0,0,0,0,0,0
482,SUC-LUC,SY 2016-2017,2016,2017,Region V - Bicol Region,0,24,59,100,138,147,157,506,538,718,759,291,232,523,123,0,233,0,0,0,0,0,0,0,0,0,0
483,SUC-LUC,SY 2016-2017,2016,2017,Region VI - Western Visayas,95,66,108,103,124,123,112,858,812,785,624,170,269,579,158,0,425,0,0,0,0,0,0,0,0,0,0
484,SUC-LUC,SY 2016-2017,2016,2017,Region VII - Central Visayas,203,52,54,71,67,72,96,245,237,238,241,232,305,328,134,0,1314,0,0,0,0,0,0,0,0,0,0
485,SUC-LUC,SY 2016-2017,2016,2017,Region VIII - Eastern Visayas,44,76,76,82,86,89,87,593,550,545,554,438,442,1018,568,0,586,0,0,0,0,0,0,0,0,0,0
486,SUC-LUC,SY 2016-2017,2016,2017,Region IX - Zamboanga Peninsula,53,66,78,82,106,91,111,476,437,465,501,102,422,607,413,0,861,51,0,0,0,0,0,0,0,0,0
487,SUC-LUC,SY 2016-2017,2016,2017,Region X - Northern Mindanao,51,62,84,82,75,70,75,1018,915,879,762,514,792,1627,573,0,949,11,0,0,0,0,0,0,0,0,0
488,SUC-LUC,SY 2016-2017,2016,2017,Region XI - Davao Region,0,0,0,0,0,0,0,1,0,0,0,107,158,117,0,0,78,0,0,0,0,0,0,0,0,0,0
489,SUC-LUC,SY 2016-2017,2016,2017,Region XII - Soccsksargen,28,17,22,21,38,32,54,481,362,419,404,216,264,690,195,0,442,49,0,0,0,0,0,0,0,0,0
490,SUC-LUC,SY 2016-2017,2016,2017,CARAGA - CARAGA,0,24,36,38,40,40,35,132,145,183,192,38,89,311,27,0,625,0,0,0,0,0,0,0,0,0,0
491,SUC-LUC,SY 2016-2017,2016,2017,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,33,255,263,291,299,303,280,4463,4152,3665,3266,203,584,774,244,0,452,0,0,0,0,0,0,0,0,0,0
492,SUC-LUC,SY 2016-2017,2016,2017,CAR - Cordillera Administrative Region,191,82,73,77,87,82,82,523,477,420,378,85,356,259,19,0,425,52,0,0,0,0,0,0,0,0,0
493,SUC-LUC,SY 2016-2017,2016,2017,NCR - National Capital Region,124,132,137,135,138,133,133,340,364,293,266,3632,2098,4015,906,0,3470,95,299,0,0,0,0,0,0,0,0
494,SUC-LUC,SY 2017-2018,2017,2018,Region I - Ilocos Region,244,238,291,288,282,296,263,579,653,605,503,588,783,1109,107,0,1276,0,10,349,339,896,141,0,749,0,31
495,SUC-LUC,SY 2017-2018,2017,2018,Region II - Cagayan Valley,0,0,0,0,0,0,0,0,52,52,98,75,57,167,33,0,149,9,0,94,60,209,77,0,229,4,15
496,SUC-LUC,SY 2017-2018,2017,2018,Region III - Central Luzon,0,0,0,0,0,0,0,986,1010,861,823,840,692,1366,445,0,1464,0,0,666,602,1741,466,0,1300,0,0
497,SUC-LUC,SY 2017-2018,2017,2018,Region IV-A - CALABARZON,194,207,235,230,273,236,301,999,923,1010,924,528,475,1061,206,0,632,0,0,261,325,1055,75,0,315,0,0
498,SUC-LUC,SY 2017-2018,2017,2018,Region IV-B - MIMAROPA,55,115,147,124,133,136,163,476,471,399,406,612,620,668,187,0,865,0,0,569,351,658,55,0,730,0,0
499,SUC-LUC,SY 2017-2018,2017,2018,Region V - Bicol Region,0,24,59,100,138,147,157,433,507,541,711,251,201,413,206,0,426,0,0,283,211,504,105,0,210,0,0
500,SUC-LUC,SY 2017-2018,2017,2018,Region VI - Western Visayas,95,66,108,103,124,123,112,710,740,664,700,306,394,914,184,0,1368,0,0,218,256,562,143,0,491,0,0
501,SUC-LUC,SY 2017-2018,2017,2018,Region VII - Central Visayas,203,52,54,71,67,72,96,285,236,226,316,126,258,184,122,46,1055,0,0,214,274,256,122,43,931,0,0
502,SUC-LUC,SY 2017-2018,2017,2018,Region VIII - Eastern Visayas,44,76,76,82,86,89,87,621,681,703,676,393,613,926,183,0,743,0,0,468,648,949,168,0,629,0,0
503,SUC-LUC,SY 2017-2018,2017,2018,Region IX - Zamboanga Peninsula,53,66,78,82,106,91,111,600,527,508,521,180,358,434,311,47,499,28,0,95,270,214,197,0,561,0,0
504,SUC-LUC,SY 2017-2018,2017,2018,Region X - Northern Mindanao,51,62,84,82,75,70,75,1312,1183,1053,1110,465,622,1520,297,0,1227,0,0,466,734,1496,315,0,1074,10,0
505,SUC-LUC,SY 2017-2018,2017,2018,Region XI - Davao Region,0,0,0,0,0,0,0,0,0,0,0,136,36,37,68,0,83,0,0,100,161,85,17,0,80,0,0
506,SUC-LUC,SY 2017-2018,2017,2018,Region XII - Soccsksargen,28,17,22,21,38,32,54,521,586,482,506,147,243,445,176,0,181,0,0,209,294,628,204,0,460,36,0
507,SUC-LUC,SY 2017-2018,2017,2018,CARAGA - CARAGA,0,24,36,38,40,40,35,133,128,144,191,0,45,238,0,0,277,0,0,38,80,293,26,0,543,0,0
508,SUC-LUC,SY 2017-2018,2017,2018,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,33,255,263,291,299,303,280,4460,3879,3561,3314,177,226,661,197,0,237,13,0,225,243,567,192,0,427,32,0
509,SUC-LUC,SY 2017-2018,2017,2018,CAR - Cordillera Administrative Region,191,82,73,77,87,82,82,396,361,343,305,83,420,278,65,0,595,0,0,68,254,187,0,0,368,47,0
510,SUC-LUC,SY 2017-2018,2017,2018,NCR - National Capital Region,124,132,137,135,138,133,133,462,447,465,416,3240,2158,3268,435,0,3111,72,254,2836,1974,2847,221,0,2016,66,85
511,SUC-LUC,SY 2018-2019,2018,2019,Region I - Ilocos Region,233,280,234,287,282,280,288,479,559,651,583,167,318,565,56,0,568,0,19,553,720,1088,108,0,1093,0,8
512,SUC-LUC,SY 2018-2019,2018,2019,Region II - Cagayan Valley,0,0,0,0,0,0,0,0,0,48,54,0,0,76,0,0,103,0,0,70,50,166,37,0,182,6,0
513,SUC-LUC,SY 2018-2019,2018,2019,Region III - Central Luzon,20,0,0,0,0,0,0,1347,1169,1070,964,598,547,947,300,0,946,8,0,815,648,1335,429,0,1200,0,0
514,SUC-LUC,SY 2018-2019,2018,2019,Region IV-A - CALABARZON,176,255,255,272,277,295,295,927,1126,1015,1035,597,723,1307,48,0,532,0,0,508,410,940,181,0,532,0,0
515,SUC-LUC,SY 2018-2019,2018,2019,Region IV-B - MIMAROPA,59,115,116,149,122,139,137,521,459,385,390,530,495,640,119,0,844,0,0,592,494,518,109,0,678,0,0
516,SUC-LUC,SY 2018-2019,2018,2019,Region V - Bicol Region,24,59,31,60,100,167,110,341,335,395,451,175,271,348,120,0,303,0,0,193,190,266,150,0,335,0,0
517,SUC-LUC,SY 2018-2019,2018,2019,Region VI - Western Visayas,102,88,107,117,108,127,125,638,682,713,666,205,266,461,51,0,577,0,0,308,383,901,184,0,1343,0,0
518,SUC-LUC,SY 2018-2019,2018,2019,Region VII - Central Visayas,259,44,31,40,66,66,63,178,282,229,285,131,211,368,70,49,391,0,0,112,230,259,108,41,1291,0,0
519,SUC-LUC,SY 2018-2019,2018,2019,Region VIII - Eastern Visayas,44,86,83,80,85,91,89,732,751,665,688,239,255,522,72,0,178,0,0,378,531,899,176,0,798,0,0
520,SUC-LUC,SY 2018-2019,2018,2019,Region IX - Zamboanga Peninsula,53,46,77,80,91,62,47,633,613,515,475,263,435,353,211,33,858,0,0,191,284,407,327,55,637,29,0
521,SUC-LUC,SY 2018-2019,2018,2019,Region X - Northern Mindanao,62,71,64,85,85,78,71,1259,1275,1173,1072,316,262,823,275,0,329,0,0,446,611,1589,417,0,1138,0,0
522,SUC-LUC,SY 2018-2019,2018,2019,Region XI - Davao Region,0,0,0,0,0,0,0,0,0,0,0,47,0,0,86,0,27,0,0,107,39,35,65,0,71,0,0
523,SUC-LUC,SY 2018-2019,2018,2019,Region XII - Soccsksargen,33,31,17,23,28,42,32,528,609,578,480,94,349,495,108,0,48,0,0,78,183,311,161,0,155,0,0
524,SUC-LUC,SY 2018-2019,2018,2019,CARAGA - CARAGA,30,38,29,33,37,35,37,75,125,122,156,0,0,182,0,0,95,0,0,0,42,224,0,0,251,0,0
525,SUC-LUC,SY 2018-2019,2018,2019,BARMM - Bangsamoro Autonomous Region in Muslim Mindanao,105,296,252,264,330,285,298,5957,5184,4624,4390,281,375,786,450,0,429,29,0,183,292,757,263,0,317,16,0
526,SUC-LUC,SY 2018-2019,2018,2019,CAR - Cordillera Administrative Region,184,55,78,71,78,87,82,382,475,485,463,97,473,343,59,0,601,0,0,77,392,264,44,0,537,0,0
527,SUC-LUC,SY 2018-2019,2018,2019,NCR - National Capital Region,133,123,131,134,130,135,130,431,454,413,470,2388,1720,2428,290,0,2508,70,226,3464,2144,3583,468,0,3094,86,330
528,SUC-LUC,SY 2019-2020,2019,2020,Region I - Ilocos Region,253,274,281,227,290,293,294,544,472,551,592,148,314,453,31,0,407,0,24,183,308,548,55,0,463,0,19
529,SUC-LUC,SY 2019-2020,2019,2020,Region II - Cagayan Valley,0,0,0,0,0,0,0,0,0,0,47,0,0,287,0,0,61,0,0,0,0,73,0,0,74,0,0
530,SUC-LUC,SY 2019-2020,2019,2020,Region III - Central Luzon,16,0,0,0,0,0,0,1349,1302,1050,1044,730,799,1048,319,0,882,0,0,528,452,786,243,0,853,10,0
531,SUC-LUC,SY 2019-2020,2019,2020,Region IV-A - CALABARZON,136,242,248,246,262,275,287,856,783,962,861,633,814,1606,47,0,429,0,0,569,697,1296,42,0,480,0,0
532,SUC-LUC,SY 2019-2020,2019,2020,Region IV-B - MIMAROPA,60,122,121,118,147,127,140,510,510,466,436,500,480,691,118,0,603,0,0,510,555,622,121,0,779,0,0
533,SUC-LUC,SY 2019-2020,2019,2020,Region V - Bicol Region,27,71,60,36,64,99,137,380,345,335,392,113,285,324,152,0,274,0,0,201,260,365,114,0,281,0,0
534,SUC-LUC,SY 2019-2020,2019,2020,Region VI - Western Visayas,107,61,62,106,95,115,126,543,592,615,692,140,116,213,0,0,68,0,0,169,230,415,48,0,539,0,0
535,SUC-LUC,SY 2019-2020,2019,2020,Region VII - Central Visayas,64,49,53,42,30,69,64,78,180,273,175,80,126,66,77,50,101,0,0,129,200,357,53,42,361,0,0
536,SUC-LUC,SY 2019-2020,2019,2020,Region VIII - Eastern Visayas,46,60,56,54,48,55,55,579,590,636,634,168,247,553,58,0,48,0,0,221,230,497,56,0,162,0,0
